TransactionAmount,TransactionDate,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Location_encoded,Channel_encoded,TransactionType_encoded,CustomerOccupation_encoded,TimeBetweenTransaction,TransactionHour,LoginAttempts_Binned,TransactionAmount_Binned,KMeans_Cluster,Anomaly,DBSCAN_Cluster,Cluster,Cluster_PCA,dbscan_outlier,DistanceToCentroid,PotentialFraud,Target
436.64,2023-12-25 17:46:24,31,111,1,14365.18,2024-11-04 08:08:23,20,1,1,0,-27181319.0,17,Normal,$200–$500,0,1,-1,2,0,-1,1.9768908142084967,False,2
870.43,2023-05-31 16:54:20,29,55,1,10115.18,2024-11-04 08:07:52,20,1,1,0,-45155612.0,16,Normal,$500–$1K,0,1,-1,2,0,-1,2.12160416189339,False,2
354.4,2023-11-06 17:23:08,74,128,1,7358.65,2024-11-04 08:10:00,6,0,1,2,-31416412.0,17,Normal,$200–$500,2,1,-1,1,1,-1,0.8354948751529746,False,1
22.63,2023-02-20 17:28:15,53,112,1,4438.03,2024-11-04 08:10:56,18,2,1,1,-53793761.0,17,Normal,< $50,0,1,-1,2,0,-1,1.7881975757708046,False,2
182.19,2023-06-19 16:36:25,26,53,1,1176.1,2024-11-04 08:06:27,23,1,1,3,-43515002.0,16,Normal,$50–$200,0,1,-1,2,0,-1,3.749383512156734,False,2
126.81,2023-10-30 16:58:01,26,290,1,5427.98,2024-11-04 08:12:22,30,1,1,1,-32022861.0,16,Normal,$50–$200,1,1,13,0,2,13,4.487990336869426,False,0
288.17,2023-09-08 16:48:51,37,50,1,3653.11,2024-11-04 08:10:16,41,2,1,1,-36516085.0,16,Normal,$200–$500,1,1,20,0,2,20,6.671113267413027,False,0
118.77,2023-10-02 17:44:05,55,123,1,2104.82,2024-11-04 08:10:29,1,1,1,1,-34439184.0,17,Normal,$50–$200,2,1,-1,1,1,-1,5.117383241214748,False,1
651.82,2023-04-14 17:59:43,21,166,1,1802.77,2024-11-04 08:07:02,16,0,1,3,-49212439.0,17,Normal,$500–$1K,0,1,-1,2,0,-1,3.6249833410652332,False,2
66.65,2023-10-17 16:58:59,37,33,1,3559.96,2024-11-04 08:11:00,11,0,1,1,-33145921.0,16,Normal,$50–$200,2,1,2,1,1,2,5.0961328054807264,False,1
98.53,2023-01-16 16:31:48,69,166,1,3564.8,2024-11-04 08:11:19,10,1,1,2,-56821171.0,16,Normal,$50–$200,2,1,-1,1,1,-1,4.179032426378676,False,1
138.95,2023-06-02 16:48:43,71,30,1,6752.92,2024-11-04 08:08:37,42,2,1,2,-44983194.0,16,Normal,$50–$200,1,1,-1,0,2,-1,7.676782027764098,True,0
33.89,2023-11-10 16:10:34,26,177,1,1444.75,2024-11-04 08:11:36,26,1,1,3,-31075262.0,16,Normal,< $50,0,1,35,2,0,35,6.765138130690283,False,2
23.71,2023-09-18 16:04:52,58,164,1,10788.89,2024-11-04 08:09:16,1,1,1,0,-35654664.0,16,Normal,< $50,2,1,-1,1,1,-1,5.238206982117506,False,1
1830.0,2023-03-01 16:31:58,55,238,1,2235.7,2024-11-04 08:11:59,35,2,1,1,-53019601.0,16,Normal,> $1K,1,-1,-1,0,2,-1,4.7445069654205625,False,0
26.06,2023-12-21 17:01:24,65,283,1,12893.63,2024-11-04 08:12:00,36,0,1,0,-27529836.0,17,Normal,< $50,1,1,-1,0,2,-1,2.428125510673565,False,0
17.07,2023-05-01 17:17:12,27,44,1,2798.15,2024-11-04 08:11:25,20,1,1,1,-47746453.0,17,Normal,< $50,0,1,18,2,0,18,1.2154973784780996,False,2
703.89,2023-09-22 16:42:15,46,62,1,3583.67,2024-11-04 08:06:44,35,2,1,1,-35306669.0,16,Normal,$500–$1K,1,1,-1,0,2,-1,1.566486676382041,False,0
1271.9,2023-08-28 16:43:15,47,155,1,2120.8,2024-11-04 08:09:27,15,0,1,1,-37466772.0,16,Normal,> $1K,0,1,-1,2,0,-1,5.335549065821637,False,2
26.55,2023-09-20 17:25:26,77,228,1,3085.38,2024-11-04 08:07:23,15,0,1,2,-35476917.0,17,Normal,< $50,0,1,1,2,0,1,4.49018357187399,False,2
147.4,2023-06-09 16:10:51,42,259,1,6797.71,2024-11-04 08:07:18,38,1,1,1,-44380587.0,16,Normal,$50–$200,1,1,-1,0,2,-1,3.7230792856928385,False,0
202.11,2023-03-30 16:09:26,27,18,1,746.47,2024-11-04 08:10:01,22,0,1,3,-50515235.0,16,Normal,$200–$500,0,1,47,2,0,47,2.8470290391311837,False,2
308.42,2023-05-02 16:14:22,75,39,1,5427.81,2024-11-04 08:06:34,26,1,1,2,-47663532.0,16,Normal,$200–$500,0,1,-1,2,0,-1,6.667180543582885,False,2
11.18,2023-02-27 16:39:28,53,144,1,7467.3,2024-11-04 08:10:57,24,0,1,1,-53191889.0,16,Normal,< $50,0,1,39,2,0,39,4.809264404787446,False,2
294.15,2023-02-02 16:19:31,38,136,1,6362.16,2024-11-04 08:07:20,14,2,1,1,-55352869.0,16,Normal,$200–$500,2,1,-1,2,0,-1,5.467757772099136,False,2
29.58,2023-10-30 17:54:19,54,121,1,8345.26,2024-11-04 08:11:01,7,1,1,1,-32019402.0,17,Normal,< $50,2,1,-1,1,1,-1,1.5304646803250188,False,1
139.45,2023-07-10 16:43:05,27,31,1,1305.76,2024-11-04 08:10:08,4,2,1,3,-41700423.0,16,Normal,$50–$200,2,1,-1,1,1,-1,2.2788745236629264,False,1
432.63,2023-06-30 17:10:38,29,137,1,13648.36,2024-11-04 08:10:24,7,0,1,0,-42562786.0,17,Normal,$200–$500,2,1,-1,1,1,-1,1.7621193875517642,False,1
131.43,2023-02-01 18:47:20,43,65,1,1337.5,2024-11-04 08:12:12,5,2,1,0,-55430692.0,18,Normal,$50–$200,2,1,-1,1,1,-1,2.0416598389851353,False,1
516.72,2023-10-09 18:43:04,42,128,1,2015.69,2024-11-04 08:11:35,23,0,1,1,-33830911.0,18,Normal,$500–$1K,0,1,-1,2,0,-1,4.013075738842538,False,2
121.82,2023-02-07 17:20:24,69,123,3,8354.54,2024-11-04 08:08:07,7,2,1,0,-54917263.0,17,Waspada,$50–$200,2,1,-1,1,1,-1,1.4968449287687369,False,1
374.5,2023-07-24 16:45:31,26,178,1,1671.51,2024-11-04 08:08:37,37,1,0,3,-40490586.0,16,Normal,$200–$500,1,1,17,0,2,17,2.767195276318909,False,0
166.13,2023-09-06 17:01:50,68,227,1,11822.53,2024-11-04 08:12:08,29,0,1,0,-36688218.0,17,Normal,$50–$200,1,1,-1,0,2,-1,5.517621973848651,False,0
626.9,2023-10-10 16:42:09,23,146,1,587.11,2024-11-04 08:11:30,6,0,1,3,-33751761.0,16,Normal,$500–$1K,2,1,-1,1,1,-1,1.4964944210769495,False,1
466.85,2023-07-17 16:57:14,56,165,1,5422.53,2024-11-04 08:09:35,2,1,1,2,-41094741.0,16,Normal,$200–$500,2,1,-1,1,1,-1,4.120110324123967,False,1
788.84,2023-05-17 17:00:34,58,231,1,1913.73,2024-11-04 08:09:42,31,2,1,2,-46364948.0,17,Normal,$500–$1K,1,1,-1,0,2,-1,3.739440452888605,False,0
873.65,2023-03-23 16:38:40,37,59,1,12139.83,2024-11-04 08:09:57,28,2,0,0,-51118277.0,16,Normal,$500–$1K,0,1,-1,0,0,-1,6.7447246715039295,False,0
525.28,2023-04-03 16:37:24,69,134,1,4693.6,2024-11-04 08:09:39,7,0,1,2,-50167935.0,16,Normal,$500–$1K,2,1,-1,1,1,-1,1.4559033356632398,False,1
110.17,2023-09-07 16:08:12,30,137,1,464.2,2024-11-04 08:12:11,33,0,1,1,-36605039.0,16,Normal,$50–$200,1,1,19,0,2,19,1.8095307796111664,False,0
632.69,2023-09-12 16:28:38,80,76,1,4363.74,2024-11-04 08:09:26,10,0,1,2,-36171648.0,16,Normal,$500–$1K,2,1,-1,1,1,-1,4.1654963010914505,False,1
124.35,2023-12-08 16:39:15,72,90,1,3319.76,2024-11-04 08:11:35,28,0,1,2,-28654340.0,16,Normal,$50–$200,0,1,9,0,0,9,6.482283204880961,False,0
43.85,2023-03-13 16:25:34,62,122,1,4356.98,2024-11-04 08:07:18,14,0,1,2,-51982904.0,16,Normal,< $50,2,1,25,2,0,25,5.488341486621006,False,2
283.81,2023-03-09 16:31:54,28,29,1,1519.35,2024-11-04 08:10:46,36,1,1,3,-52328332.0,16,Normal,$200–$500,1,1,6,0,2,6,1.9455990134822752,False,0
168.53,2023-06-14 16:30:42,71,112,1,5962.58,2024-11-04 08:12:09,37,0,1,2,-43947687.0,16,Normal,$50–$200,1,1,17,0,2,17,2.7357825551595094,False,0
218.59,2023-11-27 16:43:28,40,123,1,6699.23,2024-11-04 08:07:12,10,1,0,1,-29604224.0,16,Normal,$200–$500,2,1,55,1,1,55,4.110671438518235,False,1
132.84,2023-08-21 16:28:17,21,143,1,822.73,2024-11-04 08:08:40,28,0,1,3,-38072423.0,16,Normal,$50–$200,0,1,9,0,0,9,6.462480557529329,False,0
157.37,2023-11-15 16:54:44,42,289,1,13964.31,2024-11-04 08:10:30,9,1,0,0,-30640546.0,16,Normal,$50–$200,2,1,-1,1,1,-1,3.458677496483482,False,1
144.77,2023-07-17 16:48:23,20,159,1,867.32,2024-11-04 08:10:54,0,2,1,3,-41095351.0,16,Normal,$50–$200,2,1,-1,1,1,-1,6.126645537617866,False,1
643.22,2023-05-03 17:04:32,64,93,1,1035.86,2024-11-04 08:07:46,1,0,1,0,-47574194.0,17,Normal,$500–$1K,2,1,-1,1,1,-1,5.204350734796524,False,1
1392.54,2023-11-20 16:51:14,41,297,1,13347.69,2024-11-04 08:09:15,12,1,1,0,-30208681.0,16,Normal,> $1K,2,-1,-1,1,1,-1,7.013992873546279,False,1
208.07,2023-07-10 16:51:12,32,36,1,8478.9,2024-11-04 08:11:43,28,2,1,0,-41700031.0,16,Normal,$200–$500,0,1,-1,0,0,-1,6.428534695502635,False,0
94.3,2023-12-25 17:53:56,57,57,1,11088.95,2024-11-04 08:08:14,31,1,1,0,-27180858.0,17,Normal,$50–$200,1,1,-1,0,2,-1,3.699741812388928,False,0
295.5,2023-11-23 18:00:00,59,36,1,6280.66,2024-11-04 08:07:08,23,0,1,2,-29945228.0,18,Normal,$200–$500,0,1,-1,2,0,-1,3.9695697865825537,False,2
30.23,2023-11-06 17:53:25,44,99,1,481.13,2024-11-04 08:12:06,2,0,1,0,-31414721.0,17,Normal,< $50,2,1,-1,1,1,-1,4.244885292307795,False,1
112.05,2023-10-26 16:16:12,26,159,1,1122.88,2024-11-04 08:08:31,31,0,0,3,-32370739.0,16,Normal,$50–$200,1,1,-1,0,2,-1,3.584049243567552,False,0
180.24,2023-07-03 17:03:48,58,144,1,8431.23,2024-11-04 08:09:17,31,1,1,1,-42303929.0,17,Normal,$50–$200,1,1,-1,0,2,-1,3.4543915033945742,False,0
13.71,2023-05-30 17:54:22,38,148,1,8342.79,2024-11-04 08:11:17,10,2,0,1,-45238615.0,17,Normal,< $50,2,1,-1,1,1,-1,4.108976504172919,False,1
96.54,2023-03-13 17:26:17,58,95,1,7182.22,2024-11-04 08:10:31,27,1,1,2,-51979454.0,17,Normal,$50–$200,0,1,28,0,0,28,7.439902170099426,False,0
79.35,2023-05-29 17:02:32,67,70,1,1692.15,2024-11-04 08:09:48,20,2,1,2,-45328036.0,17,Normal,$50–$200,0,1,18,2,0,18,1.1350809974830243,False,2
101.04,2023-07-10 18:16:07,27,160,1,1695.57,2024-11-04 08:06:43,35,0,1,3,-41694636.0,18,Normal,$50–$200,1,1,-1,0,2,-1,1.7358013473394398,False,0
74.42,2023-11-23 17:23:16,49,68,1,6264.21,2024-11-04 08:11:23,12,2,1,1,-29947687.0,17,Normal,$50–$200,2,1,-1,1,1,-1,6.0628561073719345,False,1
39.66,2023-05-18 16:16:53,52,169,1,8497.34,2024-11-04 08:07:20,41,1,1,1,-46281027.0,16,Normal,< $50,1,1,-1,0,2,-1,6.732139509286016,False,0
99.36,2023-05-09 16:55:54,40,46,1,1272.12,2024-11-04 08:09:15,39,0,1,0,-47056401.0,16,Normal,$50–$200,1,1,15,0,2,15,4.761732605491691,False,0
123.85,2023-08-25 18:47:28,56,244,1,3959.62,2024-11-04 08:06:36,19,2,1,1,-37718348.0,18,Normal,$50–$200,0,1,-1,2,0,-1,1.5633002904844324,False,2
426.93,2023-12-25 17:05:00,19,248,1,476.19,2024-11-04 08:09:12,29,0,1,3,-27183852.0,17,Normal,$200–$500,1,1,-1,0,2,-1,5.527337074836776,False,0
133.73,2023-05-16 16:21:42,25,123,1,1872.22,2024-11-04 08:09:22,38,2,0,3,-46453660.0,16,Normal,$50–$200,1,1,-1,0,2,-1,3.763488098015473,False,0
222.39,2023-08-23 16:32:59,49,73,1,3117.39,2024-11-04 08:10:52,41,2,1,1,-37899473.0,16,Normal,$200–$500,1,1,20,0,2,20,6.6752532316539375,False,0
215.94,2023-06-05 16:06:43,22,140,1,1841.69,2024-11-04 08:10:45,41,2,0,3,-44726642.0,16,Normal,$200–$500,1,1,20,0,2,20,6.686481511494789,False,0
6.3,2023-12-14 18:52:54,80,283,5,7697.68,2024-11-04 08:12:13,8,1,1,2,-28127959.0,18,Waspada,< $50,2,1,-1,1,1,-1,2.704875587499405,False,1
826.23,2023-05-31 16:25:19,29,209,1,7580.59,2024-11-04 08:07:32,7,0,1,0,-45157333.0,16,Normal,$500–$1K,2,1,-1,1,1,-1,2.0265815002333825,False,1
416.37,2023-10-11 16:14:28,35,67,1,7936.91,2024-11-04 08:08:50,8,2,1,1,-33666862.0,16,Normal,$200–$500,2,1,-1,1,1,-1,2.2173330714413915,False,1
131.46,2023-05-15 16:37:12,67,258,1,6642.33,2024-11-04 08:11:30,5,1,1,2,-46539258.0,16,Normal,$50–$200,2,1,14,1,1,14,1.3790330175384815,False,1
202.86,2023-05-22 17:24:46,61,149,1,7642.25,2024-11-04 08:08:54,22,1,0,0,-45931448.0,17,Normal,$200–$500,0,1,-1,2,0,-1,2.715039281855077,False,2
268.39,2023-06-26 18:25:14,26,171,1,136.74,2024-11-04 08:06:40,24,0,1,3,-42903686.0,18,Normal,$200–$500,0,1,-1,2,0,-1,4.901420935858635,False,2
194.85,2023-09-12 16:50:21,23,130,4,319.84,2024-11-04 08:08:01,17,2,1,3,-36170260.0,16,Waspada,$50–$200,0,1,-1,2,0,-1,2.6078549355173726,False,2
137.35,2023-03-29 18:12:17,40,220,1,12662.66,2024-11-04 08:10:23,34,2,0,0,-50594286.0,18,Normal,$50–$200,1,1,-1,0,2,-1,2.0221368386750855,False,0
712.75,2023-05-26 17:07:56,44,25,1,8126.06,2024-11-04 08:09:52,30,1,1,0,-45586916.0,17,Normal,$500–$1K,1,1,-1,0,2,-1,4.58760350770742,False,0
353.82,2023-04-10 17:57:59,42,143,1,705.75,2024-11-04 08:06:40,25,0,1,0,-49558121.0,17,Normal,$200–$500,0,1,-1,2,0,-1,5.708938487260081,False,2
507.25,2023-10-30 17:21:38,73,143,1,5331.57,2024-11-04 08:11:10,42,1,1,2,-32021372.0,17,Normal,$500–$1K,1,1,-1,0,2,-1,7.689584512783605,True,0
212.74,2023-12-14 18:53:34,27,128,1,7645.47,2024-11-04 08:07:49,39,1,1,1,-28127655.0,18,Normal,$200–$500,1,1,-1,0,2,-1,4.9351771200093815,False,0
364.42,2023-10-10 17:07:27,51,146,1,8119.73,2024-11-04 08:09:16,7,0,1,1,-33750109.0,17,Normal,$200–$500,2,1,-1,1,1,-1,1.2561229587811995,False,1
195.12,2023-07-25 17:42:45,46,144,1,6101.15,2024-11-04 08:10:40,21,0,1,0,-40400875.0,17,Normal,$50–$200,0,1,-1,2,0,-1,1.714862909661102,False,2
230.61,2023-09-04 16:41:19,80,204,1,2561.42,2024-11-04 08:09:46,33,1,1,2,-36862107.0,16,Normal,$200–$500,1,1,19,0,2,19,1.6045800823824494,False,0
739.28,2023-06-19 16:46:11,58,47,1,11905.64,2024-11-04 08:11:13,40,1,0,0,-43514702.0,16,Normal,$500–$1K,1,1,-1,0,2,-1,5.915279521425766,False,0
390.35,2023-09-26 18:36:46,64,61,1,7095.88,2024-11-04 08:10:01,29,0,0,0,-34954395.0,18,Normal,$200–$500,1,1,-1,0,2,-1,5.579810723736416,False,0
242.03,2023-03-13 16:08:41,58,124,1,4382.73,2024-11-04 08:07:12,9,2,1,1,-51983911.0,16,Normal,$200–$500,2,1,-1,1,1,-1,3.11198288234606,False,1
242.39,2023-11-20 16:29:28,18,271,1,1328.73,2024-11-04 08:06:48,35,0,0,3,-30209840.0,16,Normal,$200–$500,1,1,-1,0,2,-1,1.312767269878151,False,0
135.03,2023-02-24 17:00:26,23,180,1,1278.0,2024-11-04 08:08:18,37,0,1,3,-53449672.0,17,Normal,$50–$200,1,1,37,0,2,37,2.8672623439439304,False,0
83.5,2023-05-15 18:47:35,61,91,5,1749.79,2024-11-04 08:07:22,9,1,1,2,-46531187.0,18,Waspada,$50–$200,2,1,-1,1,1,-1,3.3723674751865285,False,1
193.54,2023-10-24 16:43:03,80,267,1,2929.51,2024-11-04 08:08:26,28,1,1,2,-32541923.0,16,Normal,$50–$200,0,1,9,0,0,9,6.444877035752364,False,0
617.36,2023-11-21 17:05:17,29,61,1,8926.38,2024-11-04 08:09:23,18,1,1,1,-30121446.0,17,Normal,$500–$1K,0,1,-1,2,0,-1,1.9905877297253913,False,2
775.23,2023-08-07 16:40:02,59,38,1,5977.59,2024-11-04 08:07:01,0,2,0,0,-39281219.0,16,Normal,$500–$1K,2,1,-1,1,1,-1,6.24114052240584,False,1
266.57,2023-09-26 17:07:06,72,100,1,7676.92,2024-11-04 08:09:17,12,0,1,2,-34959731.0,17,Normal,$200–$500,2,1,-1,1,1,-1,6.006993342519213,False,1
153.4,2023-03-31 17:36:57,45,144,1,4657.7,2024-11-04 08:08:08,23,0,1,1,-50423471.0,17,Normal,$50–$200,0,1,-1,2,0,-1,3.7100911689579243,False,2
946.94,2023-12-11 17:19:07,53,251,1,5579.11,2024-11-04 08:07:11,5,1,1,2,-28392484.0,17,Normal,$500–$1K,2,1,-1,1,1,-1,2.3892224079051836,False,1
5.12,2023-10-13 16:08:26,34,90,1,3293.01,2024-11-04 08:10:31,27,1,1,1,-33494525.0,16,Normal,< $50,0,1,-1,0,0,-1,7.474467642498363,False,0
119.11,2023-06-30 16:31:46,57,131,1,7998.25,2024-11-04 08:09:48,11,0,1,1,-42565082.0,16,Normal,$50–$200,2,1,-1,1,1,-1,5.061909001332284,False,1
1096.7,2023-03-27 16:51:20,24,147,1,1093.89,2024-11-04 08:11:28,7,2,1,3,-50772008.0,16,Normal,> $1K,2,1,-1,1,1,-1,2.8093902483835116,False,1
119.72,2023-02-03 18:15:15,30,123,1,3435.34,2024-11-04 08:10:20,40,1,1,1,-55259705.0,18,Normal,$50–$200,1,1,-1,0,2,-1,5.889626637484991,False,0
107.4,2023-06-22 16:47:47,58,32,1,344.07,2024-11-04 08:08:03,41,2,1,0,-43255216.0,16,Normal,$50–$200,1,1,20,0,2,20,6.7292830407703335,False,0
115.92,2023-01-17 18:42:28,53,57,1,3897.17,2024-11-04 08:09:02,33,0,1,2,-56726794.0,18,Normal,$50–$200,1,1,-1,0,2,-1,2.237332718510117,False,0
438.04,2023-08-24 18:54:06,67,247,1,5358.95,2024-11-04 08:06:33,30,0,1,2,-37804347.0,18,Normal,$200–$500,1,1,-1,0,2,-1,4.611453253404063,False,0
677.29,2023-05-01 18:28:00,27,287,1,627.79,2024-11-04 08:07:16,15,2,1,1,-47741956.0,18,Normal,$500–$1K,0,1,-1,2,0,-1,4.79619109023462,False,2
296.0,2023-05-15 16:25:29,35,248,1,7418.82,2024-11-04 08:06:54,19,1,1,0,-46539685.0,16,Normal,$200–$500,0,1,-1,2,0,-1,0.8484831155479331,False,2
299.09,2023-01-16 16:14:45,36,84,1,5615.26,2024-11-04 08:08:01,4,1,0,1,-56821996.0,16,Normal,$200–$500,2,1,32,1,1,32,2.3321565127125257,False,1
461.52,2023-05-15 16:40:24,24,44,1,1995.18,2024-11-04 08:08:53,10,1,0,3,-46538909.0,16,Normal,$200–$500,2,1,-1,1,1,-1,4.095658961000941,False,1
100.52,2023-01-30 17:28:00,50,110,1,453.39,2024-11-04 08:11:28,19,0,1,1,-55608208.0,17,Normal,$50–$200,0,1,-1,2,0,-1,1.3616825936755,False,2
85.35,2023-07-05 16:08:25,66,166,1,2173.76,2024-11-04 08:06:25,42,0,1,2,-42134280.0,16,Normal,$50–$200,1,1,16,0,2,16,7.697225250663433,True,0
79.76,2023-02-06 16:26:29,39,170,1,6452.14,2024-11-04 08:09:34,33,1,1,1,-55006985.0,16,Normal,$50–$200,1,1,-1,0,2,-1,1.8435226116039767,False,0
778.49,2023-07-03 16:48:21,75,107,1,7713.67,2024-11-04 08:09:21,29,2,0,2,-42304860.0,16,Normal,$500–$1K,1,1,-1,0,2,-1,5.605501732550299,False,0
386.38,2023-01-24 16:00:14,42,135,1,5528.36,2024-11-04 08:10:06,31,2,1,1,-56131792.0,16,Normal,$200–$500,1,1,-1,0,2,-1,3.5446422148484737,False,0
165.25,2023-11-24 17:11:27,35,106,1,9939.94,2024-11-04 08:11:35,34,2,1,0,-29862008.0,17,Normal,$50–$200,1,1,-1,0,2,-1,1.2805732636753073,False,0
14.29,2023-02-28 16:28:25,34,150,1,7016.99,2024-11-04 08:08:52,20,0,1,1,-53106027.0,16,Normal,< $50,0,1,-1,2,0,-1,1.417150063646459,False,2
232.79,2023-09-20 17:36:06,55,145,1,2661.3,2024-11-04 08:11:40,16,1,0,2,-35476534.0,17,Normal,$200–$500,0,1,-1,2,0,-1,3.4452274334882467,False,2
1237.56,2023-11-13 17:49:04,60,159,1,9410.17,2024-11-04 08:11:45,2,1,0,1,-30810161.0,17,Normal,> $1K,2,-1,-1,1,1,-1,5.031885343486436,False,1
92.29,2023-02-15 16:17:59,54,115,1,2026.32,2024-11-04 08:11:25,0,1,1,1,-54230006.0,16,Normal,$50–$200,2,1,-1,1,1,-1,6.169169167045073,False,1
293.97,2023-11-13 17:34:15,68,153,1,7371.85,2024-11-04 08:08:57,31,1,1,2,-30810882.0,17,Normal,$200–$500,1,1,-1,0,2,-1,3.48266850963699,False,0
136.32,2023-10-11 18:50:24,19,113,1,264.83,2024-11-04 08:09:24,24,2,1,3,-33657540.0,18,Normal,$50–$200,0,1,-1,2,0,-1,4.949185894395618,False,2
251.06,2023-12-06 17:27:14,36,34,1,10001.66,2024-11-04 08:10:13,7,2,1,0,-28824179.0,17,Normal,$200–$500,2,1,-1,1,1,-1,1.5326390666304002,False,1
50.17,2023-09-18 16:57:44,77,35,1,7752.14,2024-11-04 08:10:59,34,0,0,2,-35651595.0,16,Normal,$50–$200,1,1,52,0,2,52,1.1940152614572608,False,0
21.4,2023-12-26 16:07:28,34,258,1,9594.11,2024-11-04 08:11:40,14,1,1,1,-27101052.0,16,Normal,< $50,2,1,-1,2,0,-1,5.5942354338333775,False,2
73.28,2023-03-10 17:33:12,21,21,1,1329.41,2024-11-04 08:10:57,4,1,1,3,-52238265.0,17,Normal,$50–$200,2,1,21,1,1,21,2.342175007394555,False,1
70.23,2023-09-13 16:18:07,38,260,1,11624.93,2024-11-04 08:07:16,22,0,1,0,-36085749.0,16,Normal,$50–$200,0,1,-1,2,0,-1,3.002608961907787,False,2
689.29,2023-01-06 17:30:07,22,100,1,168.84,2024-11-04 08:07:49,12,0,1,3,-57681462.0,17,Normal,$500–$1K,2,1,-1,1,1,-1,6.2221212796533845,False,1
745.03,2023-08-03 17:42:02,28,231,1,160.57,2024-11-04 08:09:15,13,2,1,3,-39623233.0,17,Normal,$500–$1K,2,1,-1,2,1,-1,6.575649271076833,False,2
54.61,2023-12-04 16:10:04,58,160,1,7135.64,2024-11-04 08:07:19,25,0,1,1,-29001435.0,16,Normal,$50–$200,0,1,-1,2,0,-1,5.777801777633564,False,2
54.05,2023-04-25 16:53:22,27,146,1,469.14,2024-11-04 08:11:34,21,1,1,3,-48266292.0,16,Normal,$50–$200,0,1,-1,2,0,-1,2.054935300768165,False,2
107.47,2023-04-12 17:39:29,67,144,1,7517.5,2024-11-04 08:12:09,2,2,1,2,-49386760.0,17,Normal,$50–$200,2,1,42,1,1,42,4.129948882828183,False,1
611.11,2023-10-18 18:32:31,20,282,4,919.84,2024-11-04 08:11:12,11,0,1,3,-33053921.0,18,Waspada,$500–$1K,2,1,-1,1,1,-1,5.302169547676167,False,1
219.63,2023-11-10 16:06:27,48,44,1,8013.63,2024-11-04 08:07:29,5,0,1,0,-31075262.0,16,Normal,$200–$500,2,1,14,1,1,14,1.4974215757647875,False,1
188.7,2023-02-10 16:01:04,54,123,1,5077.06,2024-11-04 08:09:59,27,1,1,2,-54662935.0,16,Normal,$50–$200,0,1,-1,0,0,-1,7.444984158892262,False,0
93.52,2023-08-14 17:41:24,51,97,1,2791.2,2024-11-04 08:08:04,30,2,1,1,-38672800.0,17,Normal,$50–$200,1,1,-1,0,2,-1,4.454026261070147,False,0
275.92,2023-09-18 18:47:52,62,107,1,1777.38,2024-11-04 08:07:39,26,1,0,2,-35644787.0,18,Normal,$200–$500,0,1,-1,2,0,-1,6.809154171420479,False,2
376.79,2023-01-30 17:47:18,68,265,1,7749.14,2024-11-04 08:08:44,25,1,1,2,-55606886.0,17,Normal,$200–$500,0,1,-1,2,0,-1,5.726845757471014,False,2
8.98,2023-08-21 16:07:13,66,56,1,4516.76,2024-11-04 08:10:53,11,2,1,2,-38073820.0,16,Normal,< $50,2,1,2,1,1,2,5.093391296051787,False,1
697.32,2023-05-11 16:30:04,68,91,1,2016.02,2024-11-04 08:11:18,1,2,1,2,-46885274.0,16,Normal,$500–$1K,2,1,-1,1,1,-1,5.251120973463397,False,1
17.45,2023-09-13 16:41:19,18,88,1,1959.52,2024-11-04 08:09:39,29,0,1,3,-36084500.0,16,Normal,< $50,1,1,-1,0,2,-1,5.509316561987655,False,0
302.16,2023-10-18 17:47:52,80,138,5,3876.61,2024-11-04 08:07:38,18,2,1,2,-33056386.0,17,Waspada,$200–$500,0,1,-1,2,0,-1,1.5493602459408935,False,2
442.74,2023-10-16 17:47:41,23,136,1,1790.27,2024-11-04 08:09:45,36,1,1,3,-33229324.0,17,Normal,$200–$500,1,1,-1,0,2,-1,1.8914048673099475,False,0
623.9,2023-08-08 17:44:21,27,249,1,711.47,2024-11-04 08:10:15,38,0,1,3,-39191154.0,17,Normal,$500–$1K,1,1,-1,0,2,-1,3.847120063667256,False,0
445.41,2023-11-20 16:27:31,35,235,3,12154.66,2024-11-04 08:08:08,14,0,1,0,-30210037.0,16,Waspada,$200–$500,2,1,-1,2,0,-1,5.5950993798179836,False,2
63.41,2023-11-24 17:29:06,26,36,1,1546.22,2024-11-04 08:07:15,13,0,1,3,-29860689.0,17,Normal,$50–$200,2,1,-1,2,1,-1,6.489696940715262,False,2
346.85,2023-11-03 18:33:50,44,88,1,7208.15,2024-11-04 08:10:25,18,0,1,0,-31671395.0,18,Normal,$200–$500,0,1,-1,2,0,-1,2.099003598609135,False,2
71.95,2023-02-13 16:39:52,59,53,1,9267.32,2024-11-04 08:06:23,29,2,0,1,-54401191.0,16,Normal,$50–$200,1,1,-1,0,2,-1,5.543866008602154,False,0
7.5,2023-02-17 16:08:54,63,36,1,6485.78,2024-11-04 08:11:28,9,2,1,2,-54057754.0,16,Normal,< $50,2,1,-1,1,1,-1,3.2594083960035323,False,1
206.46,2023-11-27 18:26:02,65,279,1,3984.38,2024-11-04 08:06:44,41,0,1,2,-29598042.0,18,Normal,$200–$500,1,1,-1,0,2,-1,6.826893477773236,False,0
423.11,2023-07-25 18:41:02,60,47,1,412.78,2024-11-04 08:10:58,8,0,1,1,-40397396.0,18,Normal,$200–$500,2,1,-1,1,1,-1,2.5265138084211314,False,1
