TransactionAmount,tTimeBetweenTransaction,TransactionDuration,AccountBalance,TransactionType_encoded,CustomerOccupation_encoded,TransactionType,CustomerOccupation,Cluster
8342.79,13.710000000000036,17.0,-45238615.0,0,1,Doctor,Engineer,
7182.22,96.54,17.0,-51979454.0,1,2,Engineer,Retired,
1692.15,79.35,17.0,-45328036.0,1,2,Engineer,Retired,
1695.5699999999997,101.04,18.0,-41694636.0,1,3,Engineer,Student,
6264.21,74.42000000000002,17.0,-29947687.0,1,1,Engineer,Engineer,
8497.34,39.66,16.0,-46281027.0,1,1,Engineer,Engineer,
1272.1200000000003,99.36,16.0,-47056401.0,1,0,Engineer,Doctor,
3959.62,123.85,18.0,-37718348.0,1,1,Engineer,Engineer,
476.1899999999996,426.93,17.0,-27183852.0,1,3,Engineer,Student,
1872.2200000000003,133.73,16.0,-46453660.0,0,3,Doctor,Student,
3117.3899999999994,222.39,16.0,-37899473.0,1,1,Engineer,Engineer,
1841.69,215.94,16.0,-44726642.0,0,3,Doctor,Student,
7697.68,6.300000000000011,18.0,-28127959.0,1,2,Engineer,Retired,
7580.59,826.23,16.0,-45157333.0,1,0,Engineer,Doctor,
7936.91,416.37,16.0,-33666862.0,1,1,Engineer,Engineer,
6642.33,131.46,16.0,-46539258.0,1,2,Engineer,Retired,
7642.25,202.86,17.0,-45931448.0,0,0,Doctor,Doctor,
136.73999999999978,268.39,18.0,-42903686.0,1,3,Engineer,Student,
319.84000000000015,194.85,16.0,-36170260.0,1,3,Engineer,Student,
12662.66,137.35,18.0,-50594286.0,0,0,Doctor,Doctor,
8126.06,712.75,17.0,-45586916.0,1,0,Engineer,Doctor,
705.7500000000005,353.82,17.0,-49558121.0,1,0,Engineer,Doctor,
5331.57,507.25,17.0,-32021372.0,1,2,Engineer,Retired,
7645.47,212.74,18.0,-28127655.0,1,1,Engineer,Engineer,
8119.73,364.42,17.0,-33750109.0,1,1,Engineer,Engineer,
6101.15,195.12,17.0,-40400875.0,1,0,Engineer,Doctor,
2561.42,230.61,16.0,-36862107.0,1,2,Engineer,Retired,
11905.64,739.28,16.0,-43514702.0,0,0,Doctor,Doctor,
7095.88,390.35,18.0,-34954395.0,0,0,Doctor,Doctor,
4382.73,242.03,16.0,-51983911.0,1,1,Engineer,Engineer,
1328.7300000000005,242.39,16.0,-30209840.0,0,3,Doctor,Student,
1278.0,135.03,17.0,-53449672.0,1,3,Engineer,Student,
1749.79,83.5,18.0,-46531187.0,1,2,Engineer,Retired,
2929.51,193.54,16.0,-32541923.0,1,2,Engineer,Retired,
8926.38,617.36,17.0,-30121446.0,1,1,Engineer,Engineer,
5977.59,775.23,16.0,-39281219.0,0,0,Doctor,Doctor,
7676.92,266.57,17.0,-34959731.0,1,2,Engineer,Retired,
4657.7,153.4,17.0,-50423471.0,1,1,Engineer,Engineer,
5579.11,946.94,17.0,-28392484.0,1,2,Engineer,Retired,
3293.01,5.1200000000000045,16.0,-33494525.0,1,1,Engineer,Engineer,
7998.25,119.11,16.0,-42565082.0,1,1,Engineer,Engineer,
1093.8900000000003,1096.7,16.0,-50772008.0,1,3,Engineer,Student,
3435.34,119.72,18.0,-55259705.0,1,1,Engineer,Engineer,
344.0699999999997,107.4,16.0,-43255216.0,1,0,Engineer,Doctor,
3897.17,115.92,18.0,-56726794.0,1,2,Engineer,Retired,
5358.95,438.0400000000001,18.0,-37804347.0,1,2,Engineer,Retired,
627.79,677.29,18.0,-47741956.0,1,1,Engineer,Engineer,
7418.82,296.0,16.0,-46539685.0,1,0,Engineer,Doctor,
5615.26,299.09,16.0,-56821996.0,0,1,Doctor,Engineer,
1995.1800000000003,461.52,16.0,-46538909.0,0,3,Doctor,Student,
453.3900000000003,100.52,17.0,-55608208.0,1,1,Engineer,Engineer,
2173.76,85.35,16.0,-42134280.0,1,2,Engineer,Retired,
6452.14,79.75999999999999,16.0,-55006985.0,1,1,Engineer,Engineer,
7713.67,778.49,16.0,-42304860.0,0,2,Doctor,Retired,
5528.36,386.38,16.0,-56131792.0,1,1,Engineer,Engineer,
9939.94,165.25,17.0,-29862008.0,1,0,Engineer,Doctor,
7016.99,14.289999999999964,16.0,-53106027.0,1,1,Engineer,Engineer,
2661.3,232.79,17.0,-35476534.0,0,2,Doctor,Retired,
9410.17,1237.56,17.0,-30810161.0,0,1,Doctor,Engineer,
2026.3199999999997,92.28999999999999,16.0,-54230006.0,1,1,Engineer,Engineer,
7371.85,293.97,17.0,-30810882.0,1,2,Engineer,Retired,
264.8299999999999,136.32,18.0,-33657540.0,1,3,Engineer,Student,
10001.66,251.06,17.0,-28824179.0,1,0,Engineer,Doctor,
7752.14,50.170000000000016,16.0,-35651595.0,0,2,Doctor,Retired,
9594.11,21.399999999999977,16.0,-27101052.0,1,1,Engineer,Engineer,
1329.4099999999999,73.28,17.0,-52238265.0,1,3,Engineer,Student,
11624.93,70.23000000000002,16.0,-36085749.0,1,0,Engineer,Doctor,
168.84000000000015,689.29,17.0,-57681462.0,1,3,Engineer,Student,
160.5699999999997,745.03,17.0,-39623233.0,1,3,Engineer,Student,
7135.64,54.610000000000014,16.0,-29001435.0,1,1,Engineer,Engineer,
469.1400000000003,54.05000000000001,16.0,-48266292.0,1,3,Engineer,Student,
7517.5,107.47,17.0,-49386760.0,1,2,Engineer,Retired,
919.8400000000006,611.11,18.0,-33053921.0,1,3,Engineer,Student,
8013.63,219.63,16.0,-31075262.0,1,0,Engineer,Doctor,
5077.06,188.7,16.0,-54662935.0,1,2,Engineer,Retired,
2791.2,93.52,17.0,-38672800.0,1,1,Engineer,Engineer,
1777.38,275.92,18.0,-35644787.0,0,2,Doctor,Retired,
7749.14,376.79,17.0,-55606886.0,1,2,Engineer,Retired,
4516.76,8.97999999999999,16.0,-38073820.0,1,2,Engineer,Retired,
2016.02,697.32,16.0,-46885274.0,1,2,Engineer,Retired,
1959.52,17.44999999999996,16.0,-36084500.0,1,3,Engineer,Student,
3876.61,302.16,17.0,-33056386.0,1,2,Engineer,Retired,
1790.27,442.74,17.0,-33229324.0,1,3,Engineer,Student,
711.4700000000003,623.9,17.0,-39191154.0,1,3,Engineer,Student,
12154.66,445.41,16.0,-30210037.0,1,0,Engineer,Doctor,
1546.2200000000003,63.41,17.0,-29860689.0,1,3,Engineer,Student,
7208.15,346.85,18.0,-31671395.0,1,0,Engineer,Doctor,
9267.32,71.94999999999999,16.0,-54401191.0,0,1,Doctor,Engineer,
6485.78,7.5,16.0,-54057754.0,1,2,Engineer,Retired,
3984.38,206.46,18.0,-29598042.0,1,2,Engineer,Retired,
412.77999999999975,423.11,18.0,-40397396.0,1,1,Engineer,Engineer,
4795.65,35.84,17.0,-50683623.0,0,2,Doctor,Retired,
246.5699999999997,88.6,17.0,-54313623.0,0,3,Doctor,Student,
1058.1300000000006,1431.2999999999997,18.0,-36854680.0,1,3,Engineer,Student,
2564.62,53.81,16.0,-33232581.0,0,1,Doctor,Engineer,
6631.5,22.460000000000008,16.0,-46368235.0,1,2,Engineer,Retired,
1661.6800000000003,334.89,18.0,-40830331.0,1,3,Engineer,Student,
5504.01,319.27,16.0,-40835310.0,0,2,Doctor,Retired,
312.1899999999996,144.3,17.0,-28651555.0,1,3,Engineer,Student,
2445.58,348.7,17.0,-47659993.0,0,2,Doctor,Retired,
10862.99,366.21,17.0,-57161670.0,1,0,Engineer,Doctor,
5414.87,99.11,16.0,-47747454.0,1,2,Engineer,Retired,
3919.44,539.35,17.0,-45931019.0,1,2,Engineer,Retired,
7315.34,188.99,16.0,-44465066.0,1,1,Engineer,Engineer,
3740.73,1416.69,17.0,-56819484.0,1,1,Engineer,Engineer,
465.6300000000001,710.14,16.0,-52415497.0,1,3,Engineer,Student,
9992.36,308.68,17.0,-53189766.0,1,0,Engineer,Doctor,
5141.19,166.68,18.0,-50765063.0,1,2,Engineer,Retired,
4317.85,0.9900000000000091,16.0,-36083638.0,1,1,Engineer,Engineer,
5326.68,505.19,16.0,-51896715.0,1,0,Engineer,Doctor,
1636.3199999999997,66.57999999999998,17.0,-28998125.0,1,3,Engineer,Student,
7932.41,223.43,17.0,-54828596.0,1,2,Engineer,Retired,
3927.69,659.95,16.0,-35478401.0,1,1,Engineer,Engineer,
588.5,634.86,16.0,-39022745.0,1,3,Engineer,Student,
8517.95,286.5,16.0,-32627473.0,0,1,Doctor,Engineer,
2401.59,322.96,16.0,-29605804.0,0,2,Doctor,Retired,
6776.41,654.48,16.0,-39281591.0,1,3,Engineer,Student,
5529.92,157.97,16.0,-43344555.0,1,0,Engineer,Doctor,
9009.42,120.9,16.0,-41529052.0,1,0,Engineer,Doctor,
5994.87,254.77,16.0,-56647178.0,1,1,Engineer,Engineer,
5468.58,795.96,17.0,-34784083.0,1,2,Engineer,Retired,
5677.52,149.25,16.0,-49562936.0,1,1,Engineer,Engineer,
14180.21,3.4199999999999875,16.0,-35049253.0,0,0,Doctor,Doctor,
9895.1,68.19,16.0,-51897618.0,0,0,Doctor,Doctor,
2232.84,493.42,17.0,-43944509.0,1,1,Engineer,Engineer,
7739.54,37.57000000000002,18.0,-48173611.0,1,2,Engineer,Retired,
431.15999999999985,127.0,17.0,-35910031.0,0,3,Doctor,Student,
6044.93,96.89,16.0,-51725345.0,1,2,Engineer,Retired,
922.19,448.33000000000004,16.0,-47750268.0,1,3,Engineer,Student,
447.52999999999975,1116.48,17.0,-35648805.0,1,1,Engineer,Engineer,
10778.35,8.650000000000006,17.0,-44722826.0,1,0,Engineer,Doctor,
7513.79,65.57,17.0,-49905730.0,1,1,Engineer,Engineer,
2051.25,539.81,16.0,-53711689.0,1,1,Engineer,Engineer,
1038.9100000000003,363.53,17.0,-56646423.0,1,2,Engineer,Retired,
6854.61,64.9,16.0,-54315999.0,0,2,Doctor,Retired,
619.8599999999997,358.18,16.0,-49562586.0,1,3,Engineer,Student,
11320.83,167.2,17.0,-56643195.0,1,0,Engineer,Doctor,
14510.8,121.91,18.0,-42902947.0,1,0,Engineer,Doctor,
5103.67,137.57,17.0,-28392300.0,1,1,Engineer,Engineer,
13793.53,534.62,17.0,-28908907.0,1,0,Engineer,Doctor,
2403.39,463.9200000000001,16.0,-51982082.0,1,1,Engineer,Engineer,
3075.97,320.14,16.0,-55523338.0,1,2,Engineer,Retired,
7835.4,214.93,17.0,-46537596.0,1,3,Engineer,Student,
414.4300000000003,660.02,16.0,-33577859.0,1,3,Engineer,Student,
6116.8,345.81,16.0,-42912077.0,1,1,Engineer,Engineer,
6067.62,143.54,16.0,-33235337.0,1,2,Engineer,Retired,
7341.43,42.55000000000001,18.0,-50418801.0,1,1,Engineer,Engineer,
1240.7099999999996,1063.25,16.0,-56733569.0,0,3,Doctor,Student,
1454.08,541.79,16.0,-38935664.0,1,3,Engineer,Student,
1476.9099999999999,40.569999999999965,17.0,-54399850.0,1,3,Engineer,Student,
1943.13,120.24,16.0,-37466158.0,1,3,Engineer,Student,
1719.9700000000003,498.67,16.0,-28914541.0,1,3,Engineer,Student,
832.8200000000002,227.22,18.0,-50764792.0,1,0,Engineer,Doctor,
7696.16,1182.86,16.0,-28396927.0,1,1,Engineer,Engineer,
7004.63,56.94,16.0,-28394095.0,0,2,Doctor,Retired,
6385.69,629.82,16.0,-41096976.0,1,2,Engineer,Retired,
5472.03,59.44,17.0,-44028818.0,1,1,Engineer,Engineer,
8602.22,186.69,16.0,-26839791.0,1,1,Engineer,Engineer,
162.52999999999975,230.46,17.0,-48263723.0,1,3,Engineer,Student,
9370.9,65.09,17.0,-53100699.0,0,1,Doctor,Engineer,
8570.82,457.09,16.0,-45674148.0,0,1,Doctor,Engineer,
522.0799999999999,552.02,16.0,-29344659.0,0,1,Doctor,Engineer,
836.6700000000001,377.12,17.0,-38674753.0,1,1,Engineer,Engineer,
364.72000000000025,204.56,17.0,-36253149.0,0,3,Doctor,Student,
8557.32,420.28,17.0,-46363236.0,1,0,Engineer,Doctor,
1579.5700000000002,97.09,18.0,-49556377.0,1,3,Engineer,Student,
129.28999999999996,124.59000000000002,17.0,-47399823.0,1,3,Engineer,Student,
6474.41,73.88,16.0,-58030911.0,1,0,Engineer,Doctor,
1380.2100000000005,77.43,16.0,-56562921.0,1,3,Engineer,Student,
7487.79,106.15999999999998,17.0,-49214823.0,1,0,Engineer,Doctor,
7986.63,245.93,18.0,-44630303.0,1,1,Engineer,Engineer,
7322.01,622.4099999999999,16.0,-28393807.0,1,0,Engineer,Doctor,
9929.43,43.72999999999996,16.0,-50167624.0,1,0,Engineer,Doctor,
1830.98,1282.8599999999997,16.0,-46538092.0,1,3,Engineer,Student,
3012.3099999999995,2.030000000000001,16.0,-26582505.0,0,1,Doctor,Engineer,
7198.8,770.65,17.0,-42128375.0,1,0,Engineer,Doctor,
10980.379999999997,260.31,16.0,-53105108.0,1,0,Engineer,Doctor,
868.3499999999995,356.1,16.0,-32457443.0,0,3,Doctor,Student,
3773.29,27.069999999999965,17.0,-52583456.0,0,2,Doctor,Retired,
6697.77,119.89,17.0,-27701851.0,1,0,Engineer,Doctor,
9410.99,106.39,18.0,-54394103.0,1,0,Engineer,Doctor,
6213.32,12.039999999999992,16.0,-30643173.0,1,1,Engineer,Engineer,
368.77999999999975,365.7,16.0,-55870477.0,1,3,Engineer,Student,
1663.31,29.379999999999995,16.0,-54229259.0,0,3,Doctor,Student,
711.6599999999994,319.85,16.0,-40317803.0,1,0,Engineer,Doctor,
2403.25,350.14,18.0,-51023878.0,0,2,Doctor,Retired,
5957.37,163.94,18.0,-39619214.0,0,2,Doctor,Retired,
801.0100000000002,170.53,18.0,-54997805.0,1,3,Engineer,Student,
5711.71,262.22,17.0,-41437428.0,0,1,Doctor,Engineer,
928.3299999999999,41.49000000000001,16.0,-48353083.0,1,3,Engineer,Student,
7365.28,121.43,16.0,-51292015.0,0,1,Doctor,Engineer,
5839.38,350.46,16.0,-28655430.0,1,2,Engineer,Retired,
5116.98,220.41,16.0,-36862035.0,0,1,Doctor,Engineer,
3641.07,33.46000000000001,16.0,-53795829.0,1,2,Engineer,Retired,
1352.1899999999996,104.79,16.0,-39283415.0,1,0,Engineer,Doctor,
7299.86,246.27,16.0,-27012147.0,1,0,Engineer,Doctor,
1503.5600000000004,48.849999999999994,16.0,-28653723.0,1,3,Engineer,Student,
5943.13,332.0,16.0,-48094762.0,1,2,Engineer,Retired,
895.6599999999999,118.1,16.0,-31936801.0,1,1,Engineer,Engineer,
5669.1,84.59,16.0,-48784346.0,0,0,Doctor,Doctor,
1061.9600000000005,295.64,17.0,-28132763.0,1,3,Engineer,Student,
1592.9400000000005,514.33,16.0,-44984709.0,1,3,Engineer,Student,
6215.96,992.17,18.0,-53185748.0,1,0,Engineer,Doctor,
6171.89,94.59000000000002,17.0,-29257597.0,1,0,Engineer,Doctor,
5987.67,80.43,16.0,-57859115.0,1,2,Engineer,Retired,
14783.33,54.25,16.0,-39885423.0,1,0,Engineer,Doctor,
4708.29,178.88,17.0,-43512062.0,0,2,Doctor,Retired,
1806.0,518.85,18.0,-32621330.0,1,3,Engineer,Student,
13240.72,10.650000000000006,16.0,-48354332.0,1,0,Engineer,Doctor,
1196.0699999999997,198.62,16.0,-46540044.0,0,3,Doctor,Student,
1408.0699999999997,107.03,18.0,-52580700.0,1,3,Engineer,Student,
271.77999999999975,139.57,17.0,-30463692.0,1,3,Engineer,Student,
9419.27,312.47,17.0,-47659419.0,1,1,Engineer,Engineer,
9551.64,346.11,17.0,-57856066.0,1,1,Engineer,Engineer,
1070.4700000000003,138.06,17.0,-40401899.0,1,1,Engineer,Engineer,
9374.24,158.02,17.0,-35478043.0,1,1,Engineer,Engineer,
4253.18,830.01,16.0,-40750048.0,0,2,Doctor,Retired,
6981.03,435.5,18.0,-46531715.0,1,2,Engineer,Retired,
10483.93,110.48999999999998,17.0,-31935933.0,1,0,Engineer,Doctor,
9588.07,329.4,16.0,-27185866.0,1,0,Engineer,Doctor,
1238.1100000000001,635.4000000000001,16.0,-35565405.0,1,0,Engineer,Doctor,
1244.9299999999998,769.97,18.0,-54133987.0,1,3,Engineer,Student,
1040.25,175.07,17.0,-36858115.0,1,3,Engineer,Student,
5757.67,7.310000000000002,16.0,-42912184.0,1,2,Engineer,Retired,
1712.65,175.15,17.0,-31158424.0,1,3,Engineer,Student,
1544.8800000000006,32.53999999999999,16.0,-42219686.0,1,3,Engineer,Student,
13293.83,121.82,18.0,-36510436.0,1,0,Engineer,Doctor,
8839.67,56.120000000000005,18.0,-36076775.0,1,0,Engineer,Doctor,
6239.89,424.7,17.0,-55607471.0,0,2,Doctor,Retired,
8459.18,35.16,17.0,-32451611.0,1,1,Engineer,Engineer,
9073.17,35.72999999999999,16.0,-44119386.0,1,0,Engineer,Doctor,
7561.33,3.440000000000026,17.0,-56558870.0,1,2,Engineer,Retired,
694.0300000000002,1342.25,18.0,-48002165.0,0,3,Doctor,Student,
2276.57,139.03,18.0,-37289480.0,0,1,Doctor,Engineer,
2791.12,254.92,16.0,-35654592.0,0,1,Doctor,Engineer,
9808.97,115.11,17.0,-47399756.0,1,1,Engineer,Engineer,
6324.09,171.11,16.0,-46538176.0,1,2,Engineer,Retired,
13406.0,168.54,16.0,-55353301.0,1,0,Engineer,Doctor,
6581.55,420.76,16.0,-53539443.0,1,2,Engineer,Retired,
3140.79,408.46,16.0,-53020234.0,1,2,Engineer,Retired,
10357.26,1162.42,16.0,-37899207.0,0,0,Doctor,Doctor,
461.8299999999999,342.17,16.0,-28137530.0,0,3,Doctor,Student,
5670.0,580.71,16.0,-35479986.0,1,1,Engineer,Engineer,
4040.32,821.54,18.0,-37980041.0,0,2,Doctor,Retired,
220.51000000000022,253.47,17.0,-43945264.0,1,3,Engineer,Student,
3634.76,22.810000000000002,17.0,-45324896.0,1,2,Engineer,Retired,
7180.48,266.57,17.0,-42300611.0,0,1,Doctor,Engineer,
1389.7100000000005,374.61,18.0,-37374048.0,0,2,Doctor,Retired,
5002.7,339.35,16.0,-55267170.0,0,2,Doctor,Retired,
9239.12,810.36,16.0,-56732896.0,1,3,Engineer,Student,
666.4199999999996,9.829999999999984,17.0,-40489486.0,1,3,Engineer,Student,
11351.64,135.57,17.0,-43944850.0,0,0,Doctor,Doctor,
7234.15,340.05,17.0,-32280050.0,1,1,Engineer,Engineer,
2049.51,283.45,17.0,-33144244.0,1,1,Engineer,Engineer,
8865.27,100.98999999999998,16.0,-45330523.0,1,0,Engineer,Doctor,
3908.47,90.87999999999998,16.0,-53795904.0,1,3,Engineer,Student,
5587.44,655.15,16.0,-58031061.0,1,1,Engineer,Engineer,
438.75,320.55,17.0,-47746587.0,1,1,Engineer,Engineer,
609.6000000000004,41.50999999999999,16.0,-34269861.0,1,3,Engineer,Student,
2393.73,71.53,16.0,-32023355.0,0,2,Doctor,Retired,
3914.84,467.13,17.0,-34786112.0,0,2,Doctor,Retired,
818.3599999999997,235.4,17.0,-34960068.0,1,3,Engineer,Student,
304.4399999999996,159.32,18.0,-56812399.0,1,3,Engineer,Student,
9553.42,50.829999999999984,16.0,-27792232.0,0,0,Doctor,Doctor,
3034.67,56.889999999999986,18.0,-55260356.0,0,1,Doctor,Engineer,
5515.32,20.22,18.0,-52234813.0,1,1,Engineer,Engineer,
1677.0100000000002,50.400000000000006,17.0,-50771073.0,1,0,Engineer,Doctor,
4055.55,73.88,17.0,-47139935.0,1,2,Engineer,Retired,
9899.94,119.61,16.0,-51896787.0,1,0,Engineer,Doctor,
756.7399999999998,1241.0499999999997,16.0,-30123907.0,1,3,Engineer,Student,
2620.74,116.58,16.0,-37207712.0,1,1,Engineer,Engineer,
11090.24,1919.1099999999997,17.0,-42819722.0,1,0,Engineer,Doctor,
2174.16,391.96,16.0,-43515889.0,1,2,Engineer,Retired,
7854.1,156.26,17.0,-58025985.0,0,1,Doctor,Engineer,
8253.65,427.0,17.0,-39884581.0,0,1,Doctor,Engineer,
874.1499999999996,443.68,18.0,-48258714.0,1,3,Engineer,Student,
6043.25,101.76,17.0,-53793824.0,1,0,Engineer,Doctor,
2766.12,67.57,16.0,-38417197.0,1,1,Engineer,Engineer,
8171.26,326.29,17.0,-28825209.0,1,1,Engineer,Engineer,
5401.21,158.56,17.0,-53102555.0,1,0,Engineer,Doctor,
3548.02,56.02000000000001,17.0,-43510649.0,1,3,Engineer,Student,
160.82999999999993,288.28,17.0,-56732109.0,1,3,Engineer,Student,
752.2499999999995,245.67,18.0,-58023158.0,0,3,Doctor,Student,
2459.84,152.18,16.0,-39280408.0,0,1,Doctor,Engineer,
469.1199999999999,114.35,16.0,-29606034.0,0,1,Doctor,Engineer,
8441.61,373.27,18.0,-41004213.0,0,0,Doctor,Doctor,
3806.16,504.63,17.0,-30812440.0,1,1,Engineer,Engineer,
6133.41,126.22,16.0,-47490146.0,1,1,Engineer,Engineer,
8802.97,820.15,16.0,-27790653.0,1,0,Engineer,Doctor,
14881.77,986.8100000000001,16.0,-50426194.0,0,0,Doctor,Doctor,
1106.3400000000001,8.370000000000033,16.0,-57167396.0,1,2,Engineer,Retired,
5005.33,197.49,16.0,-42305395.0,0,2,Doctor,Retired,
7949.03,637.97,17.0,-32626238.0,1,2,Engineer,Retired,
259.77000000000044,13.52000000000001,16.0,-46538102.0,1,3,Engineer,Student,
2114.3,432.1,16.0,-51378119.0,1,1,Engineer,Engineer,
5495.3,375.17,17.0,-44463033.0,1,1,Engineer,Engineer,
8461.46,642.68,16.0,-54054687.0,1,0,Engineer,Doctor,
6870.84,78.44,17.0,-30120309.0,0,2,Doctor,Retired,
5058.83,139.72,17.0,-56816124.0,1,1,Engineer,Engineer,
8885.0,499.99,16.0,-39715668.0,1,1,Engineer,Engineer,
530.8099999999995,10.069999999999993,16.0,-56733676.0,1,3,Engineer,Student,
9379.53,120.62,16.0,-53191768.0,1,3,Engineer,Student,
6475.13,578.49,17.0,-33229199.0,1,2,Engineer,Retired,
319.03999999999996,119.29999999999998,16.0,-37468801.0,1,1,Engineer,Engineer,
5298.85,280.92,18.0,-26574291.0,1,0,Engineer,Doctor,
490.5699999999997,42.41999999999999,17.0,-45067754.0,1,3,Engineer,Student,
11310.27,77.03,16.0,-43513813.0,1,0,Engineer,Doctor,
3988.75,22.590000000000003,16.0,-50774146.0,1,2,Engineer,Retired,
7484.32,568.76,16.0,-33837799.0,1,2,Engineer,Retired,
4815.11,25.939999999999998,18.0,-33225187.0,0,2,Doctor,Retired,
5963.1,105.94,16.0,-39283624.0,1,1,Engineer,Engineer,
10427.0,733.29,18.0,-51801896.0,1,0,Engineer,Doctor,
296.47000000000025,350.15,16.0,-29605812.0,0,3,Doctor,Student,
1100.06,1151.18,17.0,-37723235.0,1,0,Engineer,Doctor,
910.2600000000002,183.67,16.0,-42911976.0,1,3,Engineer,Student,
6684.34,278.27,16.0,-49562523.0,1,0,Engineer,Doctor,
8524.09,470.3,18.0,-36163275.0,1,0,Engineer,Doctor,
5126.65,261.69,17.0,-29601584.0,1,2,Engineer,Retired,
873.8899999999994,365.04,16.0,-52587731.0,1,3,Engineer,Student,
7059.77,211.1,16.0,-35996893.0,1,2,Engineer,Retired,
11991.24,21.49000000000001,16.0,-47488611.0,1,0,Engineer,Doctor,
8086.04,63.579999999999984,17.0,-36253722.0,1,3,Engineer,Student,
12626.49,321.86,16.0,-40491644.0,1,0,Engineer,Doctor,
1730.2799999999997,12.110000000000014,16.0,-28309783.0,1,2,Engineer,Retired,
3143.17,642.54,18.0,-46963277.0,1,1,Engineer,Engineer,
1242.4899999999998,210.45,16.0,-28394359.0,1,3,Engineer,Student,
1886.3599999999997,313.65,16.0,-55612962.0,0,2,Doctor,Retired,
416.8900000000003,99.76,16.0,-39282289.0,1,3,Engineer,Student,
5929.08,115.32,17.0,-40401869.0,1,2,Engineer,Retired,
479.0799999999999,33.610000000000014,17.0,-38069020.0,1,3,Engineer,Student,
5862.99,498.59,16.0,-55611992.0,0,0,Doctor,Doctor,
797.0999999999999,98.81,16.0,-36861598.0,1,3,Engineer,Student,
7287.94,1.8700000000000045,18.0,-32880907.0,1,2,Engineer,Retired,
5624.86,78.92000000000002,18.0,-43852246.0,0,1,Doctor,Engineer,
2988.41,194.29,16.0,-56217795.0,0,1,Doctor,Engineer,
2712.96,28.72999999999999,16.0,-31939000.0,1,1,Engineer,Engineer,
1433.6599999999999,105.53,16.0,-43774434.0,1,3,Engineer,Student,
7336.56,737.34,17.0,-51373364.0,1,0,Engineer,Doctor,
475.6300000000001,237.86,17.0,-55002101.0,1,3,Engineer,Student,
11698.15,409.61,16.0,-40320268.0,1,0,Engineer,Doctor,
1034.3500000000004,75.53,17.0,-38068266.0,0,3,Doctor,Student,
12042.79,72.75,16.0,-47749036.0,1,0,Engineer,Doctor,
518.54,39.110000000000014,18.0,-37116170.0,1,3,Engineer,Student,
1258.9300000000003,1309.79,16.0,-52587451.0,1,3,Engineer,Student,
9127.65,729.38,17.0,-30725073.0,1,0,Engineer,Doctor,
4471.05,137.49,16.0,-40317176.0,1,1,Engineer,Engineer,
6214.54,504.71,18.0,-49556446.0,1,1,Engineer,Engineer,
1187.04,371.47,16.0,-45244319.0,0,3,Doctor,Student,
354.89999999999964,430.35,17.0,-53794068.0,1,0,Engineer,Doctor,
791.46,230.32,18.0,-46533181.0,1,1,Engineer,Engineer,
5878.89,121.71,17.0,-36774540.0,1,2,Engineer,Retired,
533.1999999999998,98.87,17.0,-57939351.0,1,3,Engineer,Student,
897.94,117.55,16.0,-46193766.0,1,3,Engineer,Student,
9159.56,244.64,18.0,-53702714.0,1,0,Engineer,Doctor,
4392.73,321.93,18.0,-28993240.0,1,1,Engineer,Engineer,
1390.98,1092.73,17.0,-56213001.0,1,2,Engineer,Retired,
2008.77,283.23,16.0,-55005533.0,1,1,Engineer,Engineer,
6356.96,346.65,16.0,-26581785.0,1,1,Engineer,Engineer,
6009.12,381.62,16.0,-55870278.0,1,2,Engineer,Retired,
7896.85,388.65,16.0,-53712342.0,1,2,Engineer,Retired,
1649.4300000000003,29.22,18.0,-42040378.0,1,3,Engineer,Student,
2840.43,46.75,17.0,-39882709.0,1,2,Engineer,Retired,
3274.96,348.64,17.0,-44377153.0,1,2,Engineer,Retired,
6501.56,319.17,16.0,-57251447.0,1,2,Engineer,Retired,
363.9200000000001,73.94999999999999,16.0,-31678057.0,1,3,Engineer,Student,
9748.48,389.63,16.0,-54143329.0,1,1,Engineer,Engineer,
1404.5299999999997,217.61,17.0,-51719617.0,1,3,Engineer,Student,
706.4399999999996,199.84,16.0,-56822860.0,1,3,Engineer,Student,
5095.73,56.349999999999994,16.0,-54748716.0,1,0,Engineer,Doctor,
3059.79,248.95,16.0,-43775397.0,0,2,Doctor,Retired,
7844.23,142.58,16.0,-43515955.0,1,1,Engineer,Engineer,
1119.6099999999997,1020.7300000000001,16.0,-40490966.0,1,3,Engineer,Student,
5313.97,84.34,16.0,-44466095.0,1,2,Engineer,Retired,
6227.99,1607.5500000000002,16.0,-36603630.0,1,1,Engineer,Engineer,
6810.94,333.78,17.0,-29340842.0,1,2,Engineer,Retired,
1457.0699999999993,332.59,17.0,-41437132.0,1,2,Engineer,Retired,
813.6799999999998,236.81,16.0,-32368043.0,1,3,Engineer,Student,
1518.8199999999997,417.8,16.0,-42911283.0,0,3,Doctor,Student,
10269.78,319.27,16.0,-39280640.0,1,0,Engineer,Doctor,
672.7900000000004,384.1,18.0,-45754724.0,1,1,Engineer,Engineer,
6024.8,820.62,17.0,-52843709.0,0,0,Doctor,Doctor,
2158.59,474.77,16.0,-27186016.0,0,1,Doctor,Engineer,
6011.8,542.72,18.0,-36855056.0,0,0,Doctor,Doctor,
6372.58,79.80000000000001,17.0,-27442154.0,1,2,Engineer,Retired,
2569.56,46.24000000000001,16.0,-51984098.0,1,1,Engineer,Engineer,
10585.48,327.8,17.0,-29946289.0,1,0,Engineer,Doctor,
